mahalla_id,official_unique_code,mahalla_name_uz_latin,mahalla_name_uz_cyrillic,mahalla_name_ru,mahalla_name_en,official_full_name,short_name_uz_latin,alternative_spellings,former_names,mahalla_type,district_name_uz_latin,district_id,district_SOATO_code,mahalla_SOATO_code,TIN_STIR,official_registration_number,date_created,date_renamed,date_merged,date_boundary_changed,legal_document_number,legal_document_date,legal_document_url,mahalla_office_address,mahalla_center_latitude,mahalla_center_longitude,area_ha,official_boundary_available,geometry_available_in_this_file,geometry_source,geometry_download_url,geometry_api_url,geometry_coordinate_reference_system,geometry_date,boundary_status,source_authority,source_url,confidence,reference_date,last_verified_date,notes
UZ-TAS-MFY-150,NULL,Cho'lpon mahallasi,Чўлпон маҳалласи,Чулпон махалля,NULL,Cho'lpon mahallasi,Cho'lpon,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,155.92,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-151,NULL,Olmos mahallasi,Олмос маҳалласи,Олмос махалля,NULL,Olmos mahallasi,Olmos,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,188.25,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-152,NULL,Birlashgan mahallasi,Бирлашган маҳалласи,Бирлашган махалля,NULL,Birlashgan mahallasi,Birlashgan,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,54.48,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-153,NULL,Ma'rifat mahallasi,Маърифат маҳалласи,Маърифат махалля,NULL,Ma'rifat mahallasi,Ma'rifat,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,168.4,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-154,NULL,Qadriyat mahallasi,Қадрият маҳалласи,Кадрият махалля,NULL,Qadriyat mahallasi,Qadriyat,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,62.18,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-155,NULL,Jarqo'rg'on mahallasi,Жарқўрғон маҳалласи,Жаркургон махалля,NULL,Jarqo'rg'on mahallasi,Jarqo'rg'on,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,87.01,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-156,NULL,Boyqo'rg'on mahallasi,Бойқўрғон маҳалласи,Бойкургон махалля,NULL,Boyqo'rg'on mahallasi,Boyqo'rg'on,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,87.82,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-157,NULL,Behizor mahallasi,Беҳизор маҳалласи,Бехизор махалля,NULL,Behizor mahallasi,Behizor,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,35.98,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-158,NULL,Istiqlol mahallasi,Истиқлол маҳалласи,Истиклол махалля,NULL,Istiqlol mahallasi,Istiqlol,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,16.71,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-159,NULL,Semurg' mahallasi,Семурғ маҳалласи,Семург махалля,NULL,Semurg' mahallasi,Semurg',NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,18.36,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-160,NULL,Katta Yangiobod mahallasi,Катта Янгиобод маҳалласи,Катта Янгиобод махалля,NULL,Katta Yangiobod mahallasi,Katta Yangiobod,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,43.15,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-161,NULL,Al-Buxoriy mahallasi,Ал-Бухорий маҳалласи,Ал-Бухорий махалля,NULL,Al-Buxoriy mahallasi,Al-Buxoriy,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,24.45,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-162,NULL,Dilbog' mahallasi,Дилбоғ маҳалласи,Дилбог махалля,NULL,Dilbog' mahallasi,Dilbog',NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,27.87,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-163,NULL,Asalobod mahallasi,Асалобод маҳалласи,Асалобод махалля,NULL,Asalobod mahallasi,Asalobod,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,41.23,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-164,NULL,Tuzel mahallasi,Тузел маҳалласи,Тузел махалля,NULL,Tuzel mahallasi,Tuzel,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,45.54,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-165,NULL,Tong mahallasi,Тонг маҳалласи,Тонг махалля,NULL,Tong mahallasi,Tong,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,20.7,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-166,NULL,Boysun mahallasi,Бойсун маҳалласи,Бойсун махалля,NULL,Boysun mahallasi,Boysun,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,43.38,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-167,NULL,Parvoz mahallasi,Парвоз маҳалласи,Парвоз махалля,NULL,Parvoz mahallasi,Parvoz,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,41.71,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-168,NULL,Yanginur mahallasi,Янгинур маҳалласи,Янгинур махалля,NULL,Yanginur mahallasi,Yanginur,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,20.62,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-169,NULL,Tarnovboshi mahallasi,Тарновбоши маҳалласи,Тарновбоши махалля,NULL,Tarnovboshi mahallasi,Tarnovboshi,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,49.45,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-170,NULL,Mashinasozlar mahallasi,Машинасозлар маҳалласи,Машинасозлар махалля,NULL,Mashinasozlar mahallasi,Mashinasozlar,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,82.74,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-171,NULL,O'rtamasjid mahallasi,Ўртамасжид маҳалласи,Уртамасжид махалля,NULL,O'rtamasjid mahallasi,O'rtamasjid,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Yashnobod,UZ-TAS-YASHNOBOD,1726290,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,126.27,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
