district_name_uz_latin,indicator,value,unit,reference_date,source_name,source_url,confidence,last_verified_date,notes
Yangihayot,net_migration,2617,persons,2026-01-01/2026-06-30,DERIVED: migration_in minus migration_out,https://toshstat.uz/2026/demografiya/demografiya1.pdf,D,2026-09-18,Derived by subtraction from two published figures
Bektemir,migration_in,4707,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Bektemir,migration_out,1272,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Chilonzor,migration_in,5430,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Chilonzor,migration_out,7230,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Mirobod,migration_in,4232,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Mirobod,migration_out,3468,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Mirzo Ulug'bek,migration_in,6388,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Mirzo Ulug'bek,migration_out,5521,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Olmazor,migration_in,5294,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Olmazor,migration_out,5827,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Sergeli,migration_in,8311,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Sergeli,migration_out,5093,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Shayxontohur,migration_in,4449,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Shayxontohur,migration_out,5635,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Uchtepa,migration_in,5309,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Uchtepa,migration_out,6119,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yakkasaroy,migration_in,3209,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yakkasaroy,migration_out,2866,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yashnobod,migration_in,9311,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yashnobod,migration_out,5698,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yunusobod,migration_in,7750,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yunusobod,migration_out,6061,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yangihayot,migration_in,10615,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yangihayot,migration_out,3992,persons,2025-01-01/2025-09-30,"Toshstat, Demografiya Jan-Sep 2025",https://toshstat.uz/2025/Demografya/Demografiya.pdf,A,2026-09-18,Period total
Yunusobod,average_monthly_nominal_salary,15038.5,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Mirobod,average_monthly_nominal_salary,13909.8,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Mirzo Ulug'bek,average_monthly_nominal_salary,13706.9,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Shayxontohur,average_monthly_nominal_salary,13673.5,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yakkasaroy,average_monthly_nominal_salary,11956.0,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yashnobod,average_monthly_nominal_salary,11487.0,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Sergeli,average_monthly_nominal_salary,10466.0,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Chilonzor,average_monthly_nominal_salary,10445.0,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Olmazor,average_monthly_nominal_salary,9100.6,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Bektemir,average_monthly_nominal_salary,7736.0,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yangihayot,average_monthly_nominal_salary,6514.3,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Uchtepa,average_monthly_nominal_salary,6417.8,thousand UZS,2026-01-01/2026-06-30,"Toshstat, Mehnat",https://toshstat.uz/2026/mehnat/mehnat1.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yunusobod,average_monthly_nominal_salary,11932.6,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Mirobod,average_monthly_nominal_salary,12964.2,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Mirzo Ulug'bek,average_monthly_nominal_salary,11327.1,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Shayxontohur,average_monthly_nominal_salary,11230.8,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yakkasaroy,average_monthly_nominal_salary,10279.7,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yashnobod,average_monthly_nominal_salary,9228.0,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Sergeli,average_monthly_nominal_salary,9052.2,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Chilonzor,average_monthly_nominal_salary,8501.0,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Olmazor,average_monthly_nominal_salary,7770.9,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Bektemir,average_monthly_nominal_salary,6570.7,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Yangihayot,average_monthly_nominal_salary,5819.8,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Uchtepa,average_monthly_nominal_salary,5218.4,thousand UZS,2025-01-01/2025-06-30,"Toshstat, Mehnat",https://toshstat.uz/2025/Mehnat/mexnat2.pdf,A,2026-09-18,Excludes small/micro enterprises and agriculture
Chilonzor,retail_trade_turnover,11958.8,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Shayxontohur,retail_trade_turnover,10196.5,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Yunusobod,retail_trade_turnover,9044.7,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,retail_trade_turnover,7623.6,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Yashnobod,retail_trade_turnover,7357.2,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Uchtepa,retail_trade_turnover,6744.0,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Yakkasaroy,retail_trade_turnover,6554.1,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Mirobod,retail_trade_turnover,5882.3,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Sergeli,retail_trade_turnover,5464.6,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Olmazor,retail_trade_turnover,4636.3,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Bektemir,retail_trade_turnover,2632.4,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Yangihayot,retail_trade_turnover,1231.0,bn UZS,2026-01-01/2026-07-31,"Toshstat, Internal trade",https://toshstat.uz/2026/savdo/ichki08.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,registered_enterprises_total,13523,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,entrepreneurship_subjects,12355,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,small_business_entities,12049,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yunusobod,registered_enterprises_total,13467,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yunusobod,entrepreneurship_subjects,12380,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yunusobod,small_business_entities,12077,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Chilonzor,registered_enterprises_total,12763,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Chilonzor,entrepreneurship_subjects,11820,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Chilonzor,small_business_entities,11591,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yashnobod,registered_enterprises_total,10821,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yashnobod,entrepreneurship_subjects,10092,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yashnobod,small_business_entities,9846,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yakkasaroy,registered_enterprises_total,10600,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yakkasaroy,entrepreneurship_subjects,9928,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yakkasaroy,small_business_entities,9750,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Shayxontohur,registered_enterprises_total,10427,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Shayxontohur,entrepreneurship_subjects,9527,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Shayxontohur,small_business_entities,9254,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Olmazor,registered_enterprises_total,9987,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Olmazor,entrepreneurship_subjects,9287,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Olmazor,small_business_entities,9125,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Mirobod,registered_enterprises_total,9348,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Mirobod,entrepreneurship_subjects,8557,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Mirobod,small_business_entities,8274,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Uchtepa,registered_enterprises_total,8414,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Uchtepa,entrepreneurship_subjects,7904,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Uchtepa,small_business_entities,7833,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Sergeli,registered_enterprises_total,7059,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Sergeli,entrepreneurship_subjects,6714,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Sergeli,small_business_entities,6596,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yangihayot,registered_enterprises_total,5034,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yangihayot,entrepreneurship_subjects,4784,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yangihayot,small_business_entities,4698,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Bektemir,registered_enterprises_total,3334,units,2026-08-01,"Toshstat, Enterprise register (pub 15.08.2026)",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Bektemir,entrepreneurship_subjects,3188,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Bektemir,small_business_entities,3144,units,2026-08-01,"Toshstat, Enterprise register",https://toshstat.uz/2026/Registr/Iyul.pdf,A,2026-09-18,NULL
Yunusobod,construction_works_volume,2529.1,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Yakkasaroy,construction_works_volume,2420.8,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Mirobod,construction_works_volume,2059.4,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Yashnobod,construction_works_volume,1645.6,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Shayxontohur,construction_works_volume,1619.0,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Chilonzor,construction_works_volume,1460.8,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,construction_works_volume,1377.3,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Olmazor,construction_works_volume,1226.1,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Sergeli,construction_works_volume,1024.4,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Uchtepa,construction_works_volume,933.3,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Yangihayot,construction_works_volume,747.9,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Bektemir,construction_works_volume,682.1,bn UZS,2026-01-01/2026-04-30,"Toshstat, Qurilish (pub 26.05.2026)",https://toshstat.uz/2026/qurilish/qurilish4.pdf,A,2026-09-18,NULL
Yunusobod,hospitals,13,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yunusobod,polyclinics_ambulatory,190,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yunusobod,doctors,4.0,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yunusobod,mid_level_medical_staff,6.3,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Olmazor,hospitals,12,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Olmazor,polyclinics_ambulatory,157,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Olmazor,doctors,4.1,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Olmazor,mid_level_medical_staff,6.2,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Chilonzor,hospitals,11,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Chilonzor,polyclinics_ambulatory,160,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Chilonzor,doctors,NULL,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Chilonzor,mid_level_medical_staff,6.2,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Mirzo Ulug'bek,polyclinics_ambulatory,157,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Mirzo Ulug'bek,doctors,3.1,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Mirzo Ulug'bek,mid_level_medical_staff,5.0,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Shayxontohur,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Shayxontohur,polyclinics_ambulatory,115,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Shayxontohur,doctors,1.4,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Shayxontohur,mid_level_medical_staff,3.5,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Uchtepa,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Uchtepa,polyclinics_ambulatory,87,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Uchtepa,doctors,1.4,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Uchtepa,mid_level_medical_staff,2.9,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yashnobod,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yashnobod,polyclinics_ambulatory,87,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yashnobod,doctors,2.9,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yashnobod,mid_level_medical_staff,3.6,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Mirobod,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Mirobod,polyclinics_ambulatory,70,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Mirobod,doctors,1.1,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Mirobod,mid_level_medical_staff,2.2,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yakkasaroy,hospitals,NULL,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yakkasaroy,polyclinics_ambulatory,57,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Yakkasaroy,doctors,0.8,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
Yakkasaroy,mid_level_medical_staff,1.3,thousand persons,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL
Sergeli,hospitals,3,units,2024-01-01,"Toshstat, Health statistics",https://toshstat.uz/2023/Sogliq/sogliq.pdf,A,2026-09-18,NULL = value absent from the source table
